Date,Open,High,Low,Close,Adj Close,Volume
2024-08-01,5537.83984375,5566.16015625,5410.419921875,5446.68017578125,5446.68017578125,4703620000
2024-08-02,5376.6298828125,5383.89013671875,5302.02978515625,5346.56005859375,5346.56005859375,5156450000
2024-08-05,5151.14013671875,5250.89013671875,5119.259765625,5186.330078125,5186.330078125,5333250000
2024-08-06,5206.419921875,5312.33984375,5193.56005859375,5240.02978515625,5240.02978515625,4690190000
2024-08-07,5293.1298828125,5330.64013671875,5195.5400390625,5199.5,5199.5,4558260000
2024-08-08,5252.56982421875,5328.02978515625,5233.85009765625,5319.31005859375,5319.31005859375,4016830000
2024-08-09,5314.66015625,5358.669921875,5300.83984375,5344.16015625,5344.16015625,3516400000
2024-08-12,5351.8798828125,5371.2001953125,5324.3701171875,5344.39013671875,5344.39013671875,3360160000
2024-08-13,5376.97998046875,5436.5,5376.97998046875,5434.43017578125,5434.43017578125,3648980000
2024-08-14,5442.35986328125,5463.22021484375,5415.91015625,5455.2099609375,5455.2099609375,3380050000
2024-08-15,5501.1298828125,5546.22998046875,5501.1298828125,5543.22021484375,5543.22021484375,3723310000
2024-08-16,5530.5,5561.97998046875,5525.169921875,5554.25,5554.25,3357690000
2024-08-19,5557.22998046875,5608.2998046875,5550.740234375,5608.25,5608.25,3222050000
2024-08-20,5602.8798828125,5620.509765625,5585.5,5597.1201171875,5597.1201171875,2994420000
2024-08-21,5603.08984375,5632.68017578125,5591.56982421875,5620.85009765625,5620.85009765625,3119670000
2024-08-22,5637.77001953125,5643.22021484375,5560.9501953125,5570.64013671875,5570.64013671875,2981530000
2024-08-23,5602.490234375,5641.81982421875,5585.16015625,5634.60986328125,5634.60986328125,3291940000
